cpu-bind=MASK - n2cn0810, task  0  0 [2097273]: mask |BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB||BBBBBBBB|BBBBBBBB|  set
[n2cn1119:915152] MCW rank 383 bound to socket 1[core 127[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B]
[n2cn1119:915047] MCW rank 278 bound to socket 0[core 22[hwt 0]]: [././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915027] MCW rank 258 bound to socket 0[core 2[hwt 0]]: [././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915118] MCW rank 349 bound to socket 1[core 93[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././.]
[n2cn1119:915149] MCW rank 380 bound to socket 1[core 124[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././.]
[n2cn1119:915152] MCW rank 383 bound to socket 1[core 127[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B]
[n2cn1119:915118] MCW rank 349 bound to socket 1[core 93[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././.]
[n2cn1119:915060] MCW rank 291 bound to socket 0[core 35[hwt 0]]: [./././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915059] MCW rank 290 bound to socket 0[core 34[hwt 0]]: [././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915147] MCW rank 378 bound to socket 1[core 122[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././.]
[n2cn1119:915054] MCW rank 285 bound to socket 0[core 29[hwt 0]]: [./././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915065] MCW rank 296 bound to socket 0[core 40[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915037] MCW rank 268 bound to socket 0[core 12[hwt 0]]: [././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915060] MCW rank 291 bound to socket 0[core 35[hwt 0]]: [./././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915059] MCW rank 290 bound to socket 0[core 34[hwt 0]]: [././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915086] MCW rank 317 bound to socket 0[core 61[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/./.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915080] MCW rank 311 bound to socket 0[core 55[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././B/./././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915147] MCW rank 378 bound to socket 1[core 122[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././.]
[n2cn1119:915081] MCW rank 312 bound to socket 0[core 56[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915054] MCW rank 285 bound to socket 0[core 29[hwt 0]]: [./././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915065] MCW rank 296 bound to socket 0[core 40[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915037] MCW rank 268 bound to socket 0[core 12[hwt 0]]: [././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915086] MCW rank 317 bound to socket 0[core 61[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/./.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915080] MCW rank 311 bound to socket 0[core 55[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././B/./././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915083] MCW rank 314 bound to socket 0[core 58[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915081] MCW rank 312 bound to socket 0[core 56[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915083] MCW rank 314 bound to socket 0[core 58[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915043] MCW rank 274 bound to socket 0[core 18[hwt 0]]: [././././././././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915043] MCW rank 274 bound to socket 0[core 18[hwt 0]]: [././././././././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915085] MCW rank 316 bound to socket 0[core 60[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1119:915085] MCW rank 316 bound to socket 0[core 60[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442014] MCW rank 179 bound to socket 0[core 51[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././B/./././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442014] MCW rank 179 bound to socket 0[core 51[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././B/./././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442000] MCW rank 165 bound to socket 0[core 37[hwt 0]]: [./././././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442000] MCW rank 165 bound to socket 0[core 37[hwt 0]]: [./././././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442012] MCW rank 177 bound to socket 0[core 49[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././B/./././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442012] MCW rank 177 bound to socket 0[core 49[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././B/./././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441998] MCW rank 163 bound to socket 0[core 35[hwt 0]]: [./././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441998] MCW rank 163 bound to socket 0[core 35[hwt 0]]: [./././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442002] MCW rank 167 bound to socket 0[core 39[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442002] MCW rank 167 bound to socket 0[core 39[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441972] MCW rank 137 bound to socket 0[core 9[hwt 0]]: [./././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441972] MCW rank 137 bound to socket 0[core 9[hwt 0]]: [./././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442007] MCW rank 172 bound to socket 0[core 44[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././B/././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442007] MCW rank 172 bound to socket 0[core 44[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././B/././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442039] MCW rank 204 bound to socket 1[core 76[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442039] MCW rank 204 bound to socket 1[core 76[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441999] MCW rank 164 bound to socket 0[core 36[hwt 0]]: [././././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441999] MCW rank 164 bound to socket 0[core 36[hwt 0]]: [././././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441977] MCW rank 142 bound to socket 0[core 14[hwt 0]]: [././././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441977] MCW rank 142 bound to socket 0[core 14[hwt 0]]: [././././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441968] MCW rank 133 bound to socket 0[core 5[hwt 0]]: [./././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441968] MCW rank 133 bound to socket 0[core 5[hwt 0]]: [./././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442068] MCW rank 233 bound to socket 1[core 105[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././.]
[n2cn0887:1442068] MCW rank 233 bound to socket 1[core 105[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././.]
[n2cn0887:1442071] MCW rank 236 bound to socket 1[core 108[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././B/././././././././././././././././././.]
[n2cn0887:1442071] MCW rank 236 bound to socket 1[core 108[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././B/././././././././././././././././././.]
[n2cn0887:1442061] MCW rank 226 bound to socket 1[core 98[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././.]
[n2cn0887:1442061] MCW rank 226 bound to socket 1[core 98[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././.]
[n2cn0887:1441997] MCW rank 162 bound to socket 0[core 34[hwt 0]]: [././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441997] MCW rank 162 bound to socket 0[core 34[hwt 0]]: [././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442055] MCW rank 220 bound to socket 1[core 92[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442055] MCW rank 220 bound to socket 1[core 92[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442042] MCW rank 207 bound to socket 1[core 79[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442042] MCW rank 207 bound to socket 1[core 79[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442063] MCW rank 228 bound to socket 1[core 100[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././.]
[n2cn0887:1442063] MCW rank 228 bound to socket 1[core 100[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././.]
[n2cn0887:1442085] MCW rank 250 bound to socket 1[core 122[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././.]
[n2cn0887:1442085] MCW rank 250 bound to socket 1[core 122[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././.]
[n2cn0887:1441990] MCW rank 155 bound to socket 0[core 27[hwt 0]]: [./././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441990] MCW rank 155 bound to socket 0[core 27[hwt 0]]: [./././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442073] MCW rank 238 bound to socket 1[core 110[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././B/././././././././././././././././.]
[n2cn0887:1442073] MCW rank 238 bound to socket 1[core 110[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././B/././././././././././././././././.]
[n2cn1123:2252270] MCW rank 461 bound to socket 1[core 77[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252201] MCW rank 392 bound to socket 0[core 8[hwt 0]]: [././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252207] MCW rank 398 bound to socket 0[core 14[hwt 0]]: [././././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252270] MCW rank 461 bound to socket 1[core 77[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252207] MCW rank 398 bound to socket 0[core 14[hwt 0]]: [././././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252201] MCW rank 392 bound to socket 0[core 8[hwt 0]]: [././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252257] MCW rank 448 bound to socket 1[core 64[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252259] MCW rank 450 bound to socket 1[core 66[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252264] MCW rank 455 bound to socket 1[core 71[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252265] MCW rank 456 bound to socket 1[core 72[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252266] MCW rank 457 bound to socket 1[core 73[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252265] MCW rank 456 bound to socket 1[core 72[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252257] MCW rank 448 bound to socket 1[core 64[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252264] MCW rank 455 bound to socket 1[core 71[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252259] MCW rank 450 bound to socket 1[core 66[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252266] MCW rank 457 bound to socket 1[core 73[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442074] MCW rank 239 bound to socket 1[core 111[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././B/./././././././././././././././.]
[n2cn0887:1442074] MCW rank 239 bound to socket 1[core 111[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././B/./././././././././././././././.]
[n2cn1123:2252269] MCW rank 460 bound to socket 1[core 76[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252269] MCW rank 460 bound to socket 1[core 76[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442083] MCW rank 248 bound to socket 1[core 120[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././././.]
[n2cn1123:2252226] MCW rank 417 bound to socket 0[core 33[hwt 0]]: [./././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252226] MCW rank 417 bound to socket 0[core 33[hwt 0]]: [./././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252227] MCW rank 418 bound to socket 0[core 34[hwt 0]]: [././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252227] MCW rank 418 bound to socket 0[core 34[hwt 0]]: [././././././././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442083] MCW rank 248 bound to socket 1[core 120[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././././././.]
[n2cn1123:2252192] MCW rank 384 bound to socket 0[core 0[hwt 0]]: [B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252192] MCW rank 384 bound to socket 0[core 0[hwt 0]]: [B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252256] MCW rank 447 bound to socket 0[core 63[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252256] MCW rank 447 bound to socket 0[core 63[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252294] MCW rank 485 bound to socket 1[core 101[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././.]
[n2cn1123:2252294] MCW rank 485 bound to socket 1[core 101[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././B/./././././././././././././././././././././././././.]
[n2cn1123:2252221] MCW rank 412 bound to socket 0[core 28[hwt 0]]: [././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252221] MCW rank 412 bound to socket 0[core 28[hwt 0]]: [././././././././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252222] MCW rank 413 bound to socket 0[core 29[hwt 0]]: [./././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252222] MCW rank 413 bound to socket 0[core 29[hwt 0]]: [./././././././././././././././././././././././././././././B/./././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252215] MCW rank 406 bound to socket 0[core 22[hwt 0]]: [././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252215] MCW rank 406 bound to socket 0[core 22[hwt 0]]: [././././././././././././././././././././././B/././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252317] MCW rank 508 bound to socket 1[core 124[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././.]
[n2cn1123:2252317] MCW rank 508 bound to socket 1[core 124[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/././.]
[n2cn1123:2252268] MCW rank 459 bound to socket 1[core 75[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252268] MCW rank 459 bound to socket 1[core 75[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441969] MCW rank 134 bound to socket 0[core 6[hwt 0]]: [././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441969] MCW rank 134 bound to socket 0[core 6[hwt 0]]: [././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252267] MCW rank 458 bound to socket 1[core 74[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252267] MCW rank 458 bound to socket 1[core 74[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.][././././././././././B/././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252241] MCW rank 432 bound to socket 0[core 48[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././B/././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn1123:2252241] MCW rank 432 bound to socket 0[core 48[hwt 0]]: [././././././././././././././././././././././././././././././././././././././././././././././././B/././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441974] MCW rank 139 bound to socket 0[core 11[hwt 0]]: [./././././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1442024] MCW rank 189 bound to socket 0[core 61[hwt 0]]: [./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././B/./.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
[n2cn0887:1441974] MCW rank 139 bound to socket 0[core 11[hwt 0]]: [./././././././././././B/./././././././././././././././././././././././././././././././././././././././././././././././././././.][./././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././.]
